SimulationTime(s),RTT(us),VehicleCount,PayloadSize(Bytes)
1359,7091,168,17691
1360,7126,167,17575
1361,6922,166,17499
1362,7074,166,17471
1363,7174,165,17363
1364,6805,165,17386
1365,6776,164,17249
1366,7126,163,17173
1367,7072,163,17155
1368,7031,162,17024
1369,6662,162,17049
1370,7618,161,16988
1371,6804,160,16859
1372,6921,160,16826
1373,6900,159,16711
1374,6855,159,16704
1375,6929,158,16614
1376,6676,158,16627
1377,6671,157,16494
1378,6597,156,16420
1379,6318,156,16409
1380,6347,155,16354
1381,6343,155,16317
1382,6910,154,16212
1383,6261,153,16113
1384,6853,153,16049
1385,6189,152,15941
1386,6323,152,16025
1387,6482,151,15938
1388,6247,150,15756
1389,6192,150,15749
1390,6141,149,15657
1391,6398,149,15652
1392,6546,148,15604
1393,6235,148,15550
1394,6303,147,15432
1395,6668,146,15344
1396,6556,146,15352
1397,6364,145,15221
1398,6553,145,15237
1399,5982,144,15185
1400,5989,143,15004
1401,6439,143,15042
1402,6187,142,14942
1403,6087,142,14902
1404,5915,141,14823
1405,6026,140,14699
1406,6085,140,14710
1407,6032,139,14596
1408,5999,139,14577
1409,5966,138,14497
1410,5882,138,14503
1411,6184,137,14387
1412,6146,136,14312
1413,6213,136,14313
1414,5621,135,14231
1415,5699,135,14211
1416,5635,134,14080
1417,5811,133,13989
1418,5704,133,13978
1419,5922,132,13875
1420,6210,132,13887
1421,5648,131,13775
1422,5814,130,13661
1423,5623,130,13660
1424,5635,129,13577
1425,6081,129,13577
1426,6492,128,13528
1427,6873,128,13476
1428,6836,127,13366
1429,6760,126,13269
1430,6045,126,13279
1431,5942,125,13198
1432,6008,125,13166
1433,5659,124,13056
1434,5509,123,12969
1435,5928,123,12958
1436,6889,122,12856
1437,5961,122,12866
1438,5707,121,12758
1439,5704,120,12623
1440,5523,120,12652
1441,5222,119,12548
1442,5398,119,12547
1443,5561,118,12453
1444,5489,118,12444
1445,5251,117,12343
1446,5303,116,12243
1447,5542,116,12234
1448,5307,115,12151
1449,5113,115,12126
1450,5109,114,12016
1451,5101,113,11925
1452,5060,113,11910
1453,5261,112,11811
1454,5090,112,11811
1455,5066,111,11702
1456,4929,110,11557
1457,4939,110,11533
1458,4900,109,11482
1459,4780,109,11461
1460,5768,108,11399
1461,4920,108,11400
1462,4734,107,11274
1463,4840,106,11189
1464,5109,106,11188
1465,5245,105,11084
1466,4640,105,11075
1467,4752,104,10974
1468,4839,103,10878
1469,4893,103,10868
1470,4647,102,10751
1471,4764,102,10742
1472,4553,101,10662
1473,4923,100,10550
1474,4965,100,10553
1475,4823,99,10458
1476,4966,99,10448
1477,4511,98,10349
1478,4466,98,10350
1479,4585,97,10241
1480,4561,96,10137
1481,4484,96,10127
1482,4552,95,10025
1483,4628,95,10016
1484,4369,94,9922
1485,4642,93,9813
1486,4550,93,9781
1487,4170,92,9715
1488,4341,92,9701
1489,4078,91,9554
1490,4263,90,9451
1491,4181,90,9508
1492,4188,89,9444
1493,4145,89,9447
1494,4278,88,9297
1495,4171,88,9289
1496,3957,87,9239
1497,4203,86,9086
1498,3993,86,9095
1499,3949,85,8991
1500,4451,85,8982
1501,4345,84,8884
1502,4078,83,8777
1503,3863,83,8786
1504,4086,82,8677
1505,4103,82,8677
1506,4007,81,8553
1507,4034,80,8467
1508,3833,80,8464
1509,4241,79,8361
1510,3819,79,8367
1511,4005,78,8268
1512,3755,78,8261
1513,3687,77,8205
1514,3821,76,8047
1515,3826,76,8047
1516,4058,75,7945
1517,3837,75,7941
1518,3402,74,7843
1519,3801,73,7736
1520,3717,73,7694
1521,3585,72,7615
1522,3410,72,7584
1523,3164,71,7486
1524,3293,70,7384
1525,3688,70,7370
1526,3050,69,7285
1527,3124,69,7269
1528,2934,68,7149
1529,3091,68,7169
1530,3151,67,7064
1531,3224,66,6951
1532,3107,66,6958
1533,3546,65,6853
1534,3025,65,6852
1535,3142,64,6749
1536,3540,63,6627
1537,2834,63,6640
1538,2731,62,6556
1539,2845,62,6536
1540,3057,61,6427
1541,3076,60,6307
1542,2605,60,6328
1543,2481,59,6215
1544,2732,59,6222
1545,2496,58,6112
1546,2843,58,6107
1547,2423,57,6017
1548,2534,56,5901
1549,2426,56,5884
1550,2894,55,5797
1551,2578,55,5785
1552,2764,54,5684
1553,2454,53,5589
1554,2537,53,5565
1555,2478,52,5481
1556,2401,52,5478
1557,2220,51,5354
1558,2276,50,5268
1559,2333,50,5250
1560,2108,49,5147
1561,2260,49,5147
1562,2086,48,5025
1563,2244,48,5047
1564,2078,47,4947
1565,2172,46,4844
1566,2199,46,4843
1567,1983,45,4718
1568,2276,45,4760
1569,1967,44,4651
1570,2083,43,4551
1571,1953,43,4523
1572,2023,42,4424
1573,1823,42,4426
1574,2315,41,4333
1575,2005,40,4216
1576,1751,40,4208
1577,1721,39,4123
1578,2156,39,4103
1579,1602,38,4002
1580,1826,38,4003
1581,1956,37,3916
1582,1786,36,3790
1583,1662,36,3810
1584,1557,35,3706
1585,1840,35,3691
1586,1429,34,3590
1587,1443,33,3480
1588,1375,33,3499
1589,1582,32,3374
1590,1336,32,3368
1591,1149,31,3265
1592,1274,30,3135
1593,1202,30,3126
1594,1189,29,3035
1595,1343,29,3039
1596,1080,28,2920
1597,1354,28,2937
1598,1065,27,2835
1599,1101,26,2741
1600,1094,26,2735
