Time,VehicleID,OMNeT_X,OMNeT_Y,OMNeT_Z,Speed,Acceleration,Length,Width,Height,Signals,Type
27,flow0.3,646871,5.49E+06,0,8.97342,1.60309,2.5,1.8,1.5,0,vtype0
27,flow0.4,646820,5.49E+06,0,12.178,-0.0339572,2.5,1.8,1.5,0,vtype0
27,flow0.5,646801,5.49E+06,0,12.7008,-0.310786,2.5,1.8,1.5,0,vtype0
27,flow0.6,646775,5.49E+06,0,13.1206,0.617596,2.5,1.8,1.5,2,vtype0
27,flow0.7,646810,5.49E+06,0,10.4985,-0.039125,2.5,1.8,1.5,2,vtype0
27,flow0.8,646826,5.49E+06,0,12.6064,-1.35837,2.5,1.8,1.5,2,vtype0
28,flow0.0,646884,5.49E+06,0,13.9618,-0.0168949,2.5,1.8,1.5,0,vtype0
28,flow0.1,646881,5.49E+06,0,13.9439,0.105976,2.5,1.8,1.5,0,vtype0
28,flow0.2,646878,5.49E+06,0,13.9825,0.366435,2.5,1.8,1.5,0,vtype0
28,flow0.3,646872,5.49E+06,0,11.187,2.53692,2.5,1.8,1.5,0,vtype0
28,flow0.4,646832,5.49E+06,0,12.2313,0.409395,2.5,1.8,1.5,1,vtype0
28,flow0.5,646813,5.49E+06,0,12.6214,0.319919,2.5,1.8,1.5,0,vtype0
28,flow0.6,646776,5.49E+06,0,13.0112,-0.582461,2.5,1.8,1.5,0,vtype0
28,flow0.7,646803,5.49E+06,0,10.5325,0.407205,2.5,1.8,1.5,2,vtype0
28,flow0.8,646818,5.49E+06,0,12.1761,-0.99423,2.5,1.8,1.5,2,vtype0
28,flow0.9,646845,5.49E+06,0,13.9534,-0.359694,2.5,1.8,1.5,0,vtype0
29,flow0.0,646885,5.49E+06,0,13.95,0.203658,2.5,1.8,1.5,0,vtype0
29,flow0.1,646882,5.49E+06,0,13.8847,-0.86768,2.5,1.8,1.5,0,vtype0
29,flow0.2,646879,5.49E+06,0,13.891,-0.237148,2.5,1.8,1.5,0,vtype0
29,flow0.3,646874,5.49E+06,0,13.1753,1.73794,2.5,1.8,1.5,0,vtype0
29,flow0.4,646844,5.49E+06,0,12.1814,0.0857408,2.5,1.8,1.5,1,vtype0
29,flow0.5,646826,5.49E+06,0,12.5326,0.578373,2.5,1.8,1.5,0,vtype0
29,flow0.6,646786,5.49E+06,0,13.0986,-0.224699,2.5,1.8,1.5,0,vtype0
29,flow0.7,646795,5.49E+06,0,10.6097,0.362331,2.5,1.8,1.5,2,vtype0
29,flow0.8,646809,5.49E+06,0,11.7558,-0.157616,2.5,1.8,1.5,2,vtype0
29,flow0.9,646835,5.49E+06,0,13.9929,0.00619471,2.5,1.8,1.5,2,vtype0
30,flow0.0,646886,5.49E+06,0,13.943,0.184971,2.5,1.8,1.5,0,vtype0
30,flow0.1,646883,5.49E+06,0,13.9579,0.814518,2.5,1.8,1.5,0,vtype0
30,flow0.2,646880,5.49E+06,0,13.96,0.668562,2.5,1.8,1.5,0,vtype0
30,flow0.3,646876,5.49E+06,0,13.991,0.797683,2.5,1.8,1.5,0,vtype0
30,flow0.4,646856,5.49E+06,0,10.1319,-4.5,2.5,1.8,1.5,9,vtype0
30,flow0.5,646838,5.49E+06,0,11.313,-2.53523,2.5,1.8,1.5,9,vtype0
30,flow0.6,646796,5.49E+06,0,13.1206,0.932593,2.5,1.8,1.5,0,vtype0
30,flow0.7,646788,5.49E+06,0,10.4896,-1.20034,2.5,1.8,1.5,10,vtype0
30,flow0.8,646801,5.49E+06,0,11.5212,0.328286,2.5,1.8,1.5,2,vtype0
30,flow0.9,646825,5.49E+06,0,13.9909,0.0535756,2.5,1.8,1.5,2,vtype0
31,flow0.0,646887,5.49E+06,0,13.876,-0.398387,2.5,1.8,1.5,0,vtype0
31,flow0.1,646884,5.49E+06,0,13.9298,0.212597,2.5,1.8,1.5,0,vtype0
31,flow0.10,646845,5.49E+06,0,13.9968,0.516251,2.5,1.8,1.5,0,vtype0
31,flow0.2,646881,5.49E+06,0,13.9478,-0.208265,2.5,1.8,1.5,0,vtype0
31,flow0.3,646878,5.49E+06,0,13.9,-0.247565,2.5,1.8,1.5,0,vtype0
31,flow0.4,646863,5.49E+06,0,6.37813,2.6,2.5,1.8,1.5,1,vtype0
31,flow0.5,646847,5.49E+06,0,8.18786,-1.90219,2.5,1.8,1.5,9,vtype0
31,flow0.6,646807,5.49E+06,0,13.0716,-0.198863,2.5,1.8,1.5,0,vtype0
31,flow0.7,646781,5.49E+06,0,10.5953,-0.0222246,2.5,1.8,1.5,2,vtype0
31,flow0.8,646793,5.49E+06,0,11.3253,0.734166,2.5,1.8,1.5,2,vtype0
31,flow0.9,646816,5.49E+06,0,13.893,-0.649204,2.5,1.8,1.5,2,vtype0
32,flow0.0,646888,5.49E+06,0,13.9649,0.22211,2.5,1.8,1.5,0,vtype0
32,flow0.1,646885,5.49E+06,0,13.9697,0.541098,2.5,1.8,1.5,0,vtype0
32,flow0.10,646835,5.49E+06,0,13.9449,-0.172389,2.5,1.8,1.5,2,vtype0
32,flow0.2,646882,5.49E+06,0,13.9957,0.35657,2.5,1.8,1.5,0,vtype0
32,flow0.3,646879,5.49E+06,0,13.9361,-0.193546,2.5,1.8,1.5,0,vtype0
32,flow0.4,646870,5.49E+06,0,8.59295,2.3455,2.5,1.8,1.5,0,vtype0
32,flow0.5,646856,5.49E+06,0,8.93044,1.21483,2.5,1.8,1.5,1,vtype0
32,flow0.6,646820,5.49E+06,0,13.0745,-0.215352,2.5,1.8,1.5,0,vtype0
32,flow0.7,646775,5.49E+06,0,10.5296,-0.598947,2.5,1.8,1.5,2,vtype0
32,flow0.8,646785,5.49E+06,0,11.0339,-0.761068,2.5,1.8,1.5,2,vtype0
32,flow0.9,646806,5.49E+06,0,13.998,0.0094838,2.5,1.8,1.5,2,vtype0
33,flow0.0,646889,5.49E+06,0,13.9813,0.371136,2.5,1.8,1.5,0,vtype0
33,flow0.1,646886,5.49E+06,0,13.8721,-1.05262,2.5,1.8,1.5,0,vtype0
33,flow0.10,646825,5.49E+06,0,13.959,0.395785,2.5,1.8,1.5,2,vtype0
33,flow0.2,646883,5.49E+06,0,13.9287,-0.614346,2.5,1.8,1.5,0,vtype0
33,flow0.3,646880,5.49E+06,0,13.9312,0.0495968,2.5,1.8,1.5,0,vtype0
33,flow0.4,646872,5.49E+06,0,10.3856,1.50915,2.5,1.8,1.5,0,vtype0
33,flow0.5,646863,5.49E+06,0,6.36153,2.6,2.5,1.8,1.5,1,vtype0
33,flow0.6,646833,5.49E+06,0,12.7191,-3.14838,2.5,1.8,1.5,9,vtype0
33,flow0.7,646774,5.49E+06,0,10.5299,-0.790912,2.5,1.8,1.5,0,vtype0
33,flow0.8,646778,5.49E+06,0,10.9334,0.311035,2.5,1.8,1.5,2,vtype0
33,flow0.9,646796,5.49E+06,0,13.798,-0.512435,2.5,1.8,1.5,2,vtype0
34,flow0.0,646890,5.49E+06,0,13.9171,-0.388455,2.5,1.8,1.5,0,vtype0
34,flow0.1,646887,5.49E+06,0,13.9577,0.633758,2.5,1.8,1.5,0,vtype0
34,flow0.10,646816,5.49E+06,0,13.9563,-0.316168,2.5,1.8,1.5,2,vtype0
34,flow0.11,646846,5.49E+06,0,13.0538,0.122598,2.5,1.8,1.5,0,vtype0
34,flow0.2,646884,5.49E+06,0,13.9774,0.619989,2.5,1.8,1.5,0,vtype0
34,flow0.3,646881,5.49E+06,0,13.8897,-0.0162162,2.5,1.8,1.5,0,vtype0
34,flow0.4,646874,5.49E+06,0,12.5202,1.87774,2.5,1.8,1.5,0,vtype0
34,flow0.5,646870,5.49E+06,0,8.61574,1.47536,2.5,1.8,1.5,0,vtype0
34,flow0.6,646845,5.49E+06,0,12.457,0.996131,2.5,1.8,1.5,1,vtype0
34,flow0.7,646781,5.49E+06,0,10.5273,-0.172265,2.5,1.8,1.5,0,vtype0
34,flow0.8,646774,5.49E+06,0,10.8072,-0.246242,2.5,1.8,1.5,2,vtype0
34,flow0.9,646787,5.49E+06,0,13.058,-0.483768,2.5,1.8,1.5,2,vtype0
35,flow0.0,646890,5.49E+06,0,13.9035,0.106085,2.5,1.8,1.5,0,vtype0
35,flow0.1,646888,5.49E+06,0,13.9271,-0.210365,2.5,1.8,1.5,0,vtype0
35,flow0.10,646806,5.49E+06,0,13.9654,0.567218,2.5,1.8,1.5,2,vtype0
35,flow0.11,646836,5.49E+06,0,13.1075,0.228219,2.5,1.8,1.5,0,vtype0
35,flow0.2,646885,5.49E+06,0,13.9505,-0.249911,2.5,1.8,1.5,0,vtype0
35,flow0.3,646882,5.49E+06,0,13.9397,-0.303711,2.5,1.8,1.5,0,vtype0
35,flow0.4,646876,5.49E+06,0,13.9612,0.409677,2.5,1.8,1.5,0,vtype0
35,flow0.5,646872,5.49E+06,0,10.332,2.1175,2.5,1.8,1.5,0,vtype0
35,flow0.6,646856,5.49E+06,0,9.82618,-4.5,2.5,1.8,1.5,9,vtype0
35,flow0.7,646789,5.49E+06,0,10.5143,-0.648931,2.5,1.8,1.5,0,vtype0
35,flow0.8,646777,5.49E+06,0,10.7448,0.398523,2.5,1.8,1.5,0,vtype0
35,flow0.9,646778,5.49E+06,0,12.4146,-1.78326,2.5,1.8,1.5,10,vtype0
36,flow0.0,646889,5.49E+06,0,13.9445,0.719043,2.5,1.8,1.5,0,vtype0
36,flow0.1,646889,5.49E+06,0,13.9174,-0.0401598,2.5,1.8,1.5,0,vtype0
36,flow0.10,646796,5.49E+06,0,13.9993,0.272472,2.5,1.8,1.5,2,vtype0
36,flow0.11,646827,5.49E+06,0,13.0659,-0.290825,2.5,1.8,1.5,2,vtype0
36,flow0.2,646886,5.49E+06,0,13.8877,-0.896194,2.5,1.8,1.5,0,vtype0
36,flow0.3,646883,5.49E+06,0,13.9222,-0.432617,2.5,1.8,1.5,0,vtype0
36,flow0.4,646878,5.49E+06,0,13.9469,0.0708149,2.5,1.8,1.5,0,vtype0
36,flow0.5,646874,5.49E+06,0,12.1926,1.6252,2.5,1.8,1.5,0,vtype0
36,flow0.6,646864,5.49E+06,0,6.74618,2.6,2.5,1.8,1.5,1,vtype0
36,flow0.7,646797,5.49E+06,0,10.5049,-0.168353,2.5,1.8,1.5,0,vtype0
36,flow0.8,646785,5.49E+06,0,10.6741,0.428446,2.5,1.8,1.5,0,vtype0
36,flow0.9,646774,5.49E+06,0,12.0418,0.278816,2.5,1.8,1.5,2,vtype0
37,flow0.0,646888,5.49E+06,0,13.8787,-0.834612,2.5,1.8,1.5,0,vtype0
37,flow0.1,646890,5.49E+06,0,13.9815,0.6464,2.5,1.8,1.5,0,vtype0
37,flow0.10,646786,5.49E+06,0,13.8702,-0.575965,2.5,1.8,1.5,2,vtype0
37,flow0.11,646818,5.49E+06,0,13.0769,0.684121,2.5,1.8,1.5,2,vtype0
37,flow0.12,646846,5.49E+06,0,12.9219,-0.149307,2.5,1.8,1.5,0,vtype0
37,flow0.2,646887,5.49E+06,0,13.9705,-0.284596,2.5,1.8,1.5,0,vtype0
37,flow0.3,646884,5.49E+06,0,13.9325,-0.0406904,2.5,1.8,1.5,0,vtype0
37,flow0.4,646879,5.49E+06,0,13.8864,-0.564684,2.5,1.8,1.5,0,vtype0
37,flow0.5,646876,5.49E+06,0,13.933,-0.397727,2.5,1.8,1.5,0,vtype0
37,flow0.6,646871,5.49E+06,0,9.00817,2.17938,2.5,1.8,1.5,0,vtype0
37,flow0.7,646806,5.49E+06,0,10.5218,-0.0783505,2.5,1.8,1.5,0,vtype0
37,flow0.8,646793,5.49E+06,0,10.6569,-0.447378,2.5,1.8,1.5,0,vtype0
37,flow0.9,646778,5.49E+06,0,11.6407,-1.40502,2.5,1.8,1.5,8,vtype0
38,flow0.0,646887,5.49E+06,0,13.9704,0.618659,2.5,1.8,1.5,0,vtype0
38,flow0.1,646890,5.49E+06,0,13.997,0.834748,2.5,1.8,1.5,0,vtype0
38,flow0.10,646777,5.49E+06,0,13.872,-0.733746,2.5,1.8,1.5,2,vtype0
38,flow0.11,646809,5.49E+06,0,13.009,-1.18173,2.5,1.8,1.5,2,vtype0
38,flow0.12,646837,5.49E+06,0,12.9226,0.609916,2.5,1.8,1.5,0,vtype0
38,flow0.2,646888,5.49E+06,0,13.977,0.375219,2.5,1.8,1.5,0,vtype0
38,flow0.3,646885,5.49E+06,0,13.9649,-0.221639,2.5,1.8,1.5,0,vtype0
38,flow0.4,646880,5.49E+06,0,13.8914,-0.912223,2.5,1.8,1.5,0,vtype0
38,flow0.5,646878,5.49E+06,0,13.9201,-0.180223,2.5,1.8,1.5,0,vtype0
38,flow0.6,646872,5.49E+06,0,10.8411,1.52341,2.5,1.8,1.5,0,vtype0
38,flow0.7,646816,5.49E+06,0,10.5158,0.190891,2.5,1.8,1.5,0,vtype0
38,flow0.8,646801,5.49E+06,0,10.6615,0.787566,2.5,1.8,1.5,0,vtype0
38,flow0.9,646787,5.49E+06,0,11.392,-0.738284,2.5,1.8,1.5,0,vtype0
39,flow0.0,646886,5.49E+06,0,13.9467,0.264362,2.5,1.8,1.5,0,vtype0
39,flow0.1,646889,5.49E+06,0,13.8869,-0.505901,2.5,1.8,1.5,0,vtype0
39,flow0.10,646774,5.49E+06,0,13.9024,0.117995,2.5,1.8,1.5,0,vtype0
39,flow0.11,646800,5.49E+06,0,13.1025,0.513611,2.5,1.8,1.5,2,vtype0
39,flow0.12,646828,5.49E+06,0,12.9121,-0.126708,2.5,1.8,1.5,2,vtype0
39,flow0.2,646889,5.49E+06,0,13.8945,-0.406085,2.5,1.8,1.5,0,vtype0
39,flow0.3,646886,5.49E+06,0,13.8787,-0.736683,2.5,1.8,1.5,0,vtype0
39,flow0.4,646881,5.49E+06,0,13.9335,-0.143587,2.5,1.8,1.5,0,vtype0
39,flow0.5,646879,5.49E+06,0,13.9418,0.634387,2.5,1.8,1.5,0,vtype0
39,flow0.6,646874,5.49E+06,0,12.8043,1.45969,2.5,1.8,1.5,0,vtype0
39,flow0.7,646827,5.49E+06,0,10.6092,1.2098,2.5,1.8,1.5,1,vtype0
39,flow0.8,646811,5.49E+06,0,10.5688,0.447448,2.5,1.8,1.5,0,vtype0
39,flow0.9,646795,5.49E+06,0,11.0928,-1.05916,2.5,1.8,1.5,0,vtype0
40,flow0.0,646885,5.49E+06,0,13.9311,0.0405617,2.5,1.8,1.5,0,vtype0
40,flow0.1,646888,5.49E+06,0,13.9124,0.0567454,2.5,1.8,1.5,0,vtype0
40,flow0.10,646782,5.49E+06,0,13.8969,0.147385,2.5,1.8,1.5,0,vtype0
40,flow0.11,646791,5.49E+06,0,13.0657,-0.116166,2.5,1.8,1.5,2,vtype0
40,flow0.12,646819,5.49E+06,0,12.922,0.639162,2.5,1.8,1.5,2,vtype0
40,flow0.13,646845,5.49E+06,0,13.6903,0.951941,2.5,1.8,1.5,0,vtype0
40,flow0.2,646890,5.49E+06,0,13.8769,-1.22981,2.5,1.8,1.5,0,vtype0
